Time,V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,V13,V14,V15,V16,V17,V18,V19,V20,V21,V22,V23,V24,V25,V26,V27,V28,Amount,Class
67571.0,-0.758468652663917,-0.0454102784513458,-0.168438290153528,-1.31327481447103,-1.9017625315847,0.739433414882114,3.07189204639003,-0.483422244220096,0.61820276215476,-1.7690597207318,-0.651414013964987,-0.0054232908009888,-0.517194341398293,0.217469760178719,0.883558824493356,-1.17397764863161,0.24334710955825,-0.342300728238465,0.68705620239513,-0.0324998988871344,0.0426194565214976,0.397223782011498,0.0722288654476503,-0.242275996603303,0.560916469624214,-0.540954584325348,0.150606446374032,-0.117140114799884,549.06,1
74225.0,-2.61384067142776,-1.86804125676231,1.57150346475441,-0.289126379477698,0.429448278857305,-0.985939618273239,-1.16566463060855,0.886115262832365,0.823162227440689,-1.19671271157557,-1.03433181035395,0.465715344689997,-0.461962031148323,-0.196978753913691,-0.636728710661102,-0.0171863613820648,0.348100700549305,-0.855594313551453,-0.69005717257202,0.63095016072666,0.0760805004788562,-0.496767098441015,0.141406033993897,0.137981549850778,-0.0777618682407243,0.810856831137619,0.0999961488257079,-0.334290379800531,79.54,0
155700.0,1.59703044242627,-1.47182641051262,-2.84109072194955,-0.319315400687446,0.0108150880927634,-1.13990386103703,0.871804400661154,-0.57160587861426,-1.35660013380895,1.06693903897231,0.36580248904925,0.125143856285118,-0.472561104380197,1.04888782032784,-0.92161713706521,-1.99220563403844,-0.0800018118133398,1.2380325935364,-0.427025511321292,0.0030769068134805,0.123536262503479,0.212333903466118,-0.418064172911947,-0.31855507460781,0.365262289100208,0.9925492442987,-0.187743470740386,-0.0503580219602512,334.99,0
124538.0,-1.70552995575697,0.524142307875543,0.802349010493993,-3.16276936391104,-1.32546001213937,-0.693877240223237,-0.33217245450207,-0.342372018738166,-0.581565555870002,2.46475470975801,-1.02114920412835,-0.77495595787483,0.887936543240003,-1.43274850743827,-0.650810618852866,-0.247174070656015,-0.09103920452907,-0.182184867653462,-0.93559203775927,-0.146804073378153,-0.289258784997698,-0.310117556556836,0.136799007029718,-0.024111774103721,-0.884707357309008,-0.760579102486935,-0.910400610831035,-0.0346184515085869,20.0,0
69463.0,1.23345072289022,0.373885019155551,0.445630853961087,0.768584921211056,-0.517375288807008,-1.25623261602589,0.103777253688256,-0.23312617647612,-0.0122501879422099,-0.287495766372459,0.250545900647121,0.421233733573141,0.316886742961173,-0.297420080511607,1.053882008115,0.376565518162133,0.104714631663743,-0.423650850197814,-0.322206126388706,-0.0818211104945732,-0.264479205172249,-0.757797012586292,0.167847703545339,0.675550219297309,0.177621842454194,0.0737135455060863,-0.021678871161785,0.0344456210607011,1.79,0
43817.0,-0.272031751869825,0.782506061832205,1.44499029439406,-0.695594794670585,0.228126503665748,-0.310471471493877,0.517177025850269,-0.104279596468937,-0.336394408072422,-0.666776240704562,-0.984038481874972,0.413057415949641,1.71809027602357,-0.343805843982231,0.8743849268923,0.442822738419364,-0.782994468836458,0.0576439945997847,0.368120697193862,0.112000598422258,0.0678651790567764,0.28049834765705,-0.226020772128159,-0.361191681750825,-0.337106455276368,0.750642722627488,0.0848886426521479,0.131002905512712,4.97,0
131174.0,2.04347683888485,-0.185530659907452,-1.18154375050844,0.110920728033807,0.132332636356638,-0.468509047430636,0.032983369089129,-0.206260780499704,0.934843857673235,-0.256534800422443,-0.858309258106392,1.05675397496317,0.954919423143854,-0.120867999953947,-0.294365685721697,-0.554481735653668,-0.171832959812667,-0.791125078302186,0.334012426704129,-0.140208450411134,-0.159623265634446,-0.19122021680656,0.225689458745831,0.644195707031034,-0.0112814178410613,-0.115780251061119,-0.0206977962744802,-0.047554631950598,10.0,0
101597.0,0.91311613528992,1.1453810871791,-4.60287793273505,2.09180337375362,-0.473223859280585,-2.0854358325571,-1.67124403232231,0.0943965856348779,0.337798765397573,-4.4318096317282,4.87197985976052,-5.39522117678937,1.33250215621937,-4.60379669207464,-0.77731354811867,-2.57189156103509,-3.00361530529652,-0.225441388417525,0.252273565031692,0.50898474829098,0.40141574109896,-0.0849334160429759,-0.197684434494785,-0.283271078982557,0.387597335722074,-0.553526986386025,0.516274456782261,0.270828187083758,147.87,1
148022.0,2.27618908064849,-1.29438762122294,-1.97402533334534,-1.7291948260956,-0.355646005777332,-0.428079343595603,-0.533272998695843,-0.255824282476705,-1.85235810981196,1.75544188806605,0.241554288923798,-0.20714482950786,0.358176144750569,0.0132673248782504,-1.51358421550636,-0.86451494183763,0.380101012174005,0.136105522043307,0.586004427323516,-0.33688348788188,-0.140459279748585,0.0283427305796288,0.0397565157653475,0.291639254159257,0.227637364780132,-0.0715592904257577,-0.0442891534017539,-0.0704744955886615,49.9,0
68207.0,-13.1926709562391,12.785970638298,-9.90665002092758,3.32033688288942,-4.80117593230105,5.76005855618556,-18.7508891580107,-37.3534426378925,-0.391539743919107,-5.05250236713858,4.40680552357904,-4.61075647740608,-1.90948796970811,-9.07271093398351,-0.226074450896345,-6.21155748212485,-6.24814535335983,-3.14924669470095,0.0515761185277783,-3.49304991519446,27.2028391573154,-8.88701714094871,5.30360690376998,-0.639434802306313,0.263203123457008,-0.108876929971315,1.26956635541013,0.939407362758877,1.0,1
