Time,V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,V13,V14,V15,V16,V17,V18,V19,V20,V21,V22,V23,V24,V25,V26,V27,V28,Amount,Class
74661.0,1.33341543634103,-1.40652168945691,-0.265983943960234,-1.21585806713689,-1.28387778297459,-0.718627304400815,-0.599367540701353,-0.253330680128396,-1.64034718913918,1.36257797583214,-1.36654847698895,-1.4778324400813,-0.562424744502331,-0.163033561984522,-0.222539364928242,-0.761563313195837,0.74191454492758,0.000158558408953,0.222757588679688,-0.152177093849798,-0.182982581795063,-0.328445779395019,-0.246144138851416,-0.15218740823233,0.671576652709911,-0.0405115367812337,-0.013893198986744,0.0228528630220663,135.25,0
140852.0,2.15601943560049,-0.565494418826929,-2.86114612753152,-0.569651656572955,0.638807712714058,-1.1908638386171,0.766053879885346,-0.72577390292212,-1.25337220440298,0.972060961331955,-1.75846118478063,-0.0040962279036192,1.247307704824,0.442305041446208,-0.416185645101095,-2.02648903147083,-0.239592608846806,0.825147784909179,-0.311769975867796,-0.360147093419494,-0.106005989681861,0.196738426511678,-0.310774358322267,-0.896410987250499,0.644390238003431,1.06895585469679,-0.133306511895557,-0.0846028373749768,98.95,0
51720.0,-6.15923694906633,-6.7856671567744,1.22617756733218,-1.05087214732135,3.45644637624248,-3.08645152106699,-3.10168832936757,1.16426177889375,2.25826272624576,-2.32790153116057,-1.72183455262783,0.983363759210277,-0.526704631433137,-0.0951576202989546,-0.811515834144884,-0.558262498986543,0.304605834344783,-0.185142294846742,-0.64746429823855,1.87263736608658,0.664833650988683,-0.213359741597978,-0.268787150732308,-0.320867006167134,0.814423235790537,-0.0597841672781096,0.255892805220573,-0.963967680156305,110.0,0
134095.0,-0.664156110118838,-0.370104973598682,1.61050121974121,-3.18986671150479,-0.702788033294817,-0.0065525318572208,-0.291745317102455,0.241368070016698,-2.13205943063913,0.758559488917093,0.330412891790064,-1.07528612585794,-0.763083903749108,-0.347762673931758,-1.21182602707441,-0.0227422171400156,0.0212280538723173,0.73468654891141,-0.502876738935905,-0.21510110005242,-0.151539729570392,-0.0811517748964562,-0.300547333079901,0.708402386444656,0.614393645183616,-0.171851621305996,0.259118597789312,0.107586586449451,24.4,0
47403.0,0.822510115055552,-1.13547516878465,0.220173351864848,-1.35199703535839,-0.83993584891447,0.153607519086206,-0.374048949866926,0.232595723755621,1.47238182482459,-1.13722026413105,1.72255708607542,1.36540620746022,-0.60666251535839,0.363403948567132,0.99449033880488,-1.01608073532444,0.388320925758394,-0.446054840949913,0.372669431790053,0.184499900334727,0.182235809173447,0.379640066372233,-0.1777497777223,-0.230966382950805,0.283016159656424,0.0262571162171613,0.0173005629340707,0.0298523298649566,181.48,0
162230.0,-0.721597556767164,0.827294951592184,1.06851561583962,-0.257300660503281,-0.469911673949588,-0.395503593552872,-0.131217559310266,0.522111172534563,0.522456507681098,-0.846966733363363,-1.48660130083455,0.049488497553134,-0.0955199878233772,0.0650388401263155,0.339175035730015,-0.0010624522496223,-0.265952328362122,0.587051357247931,0.161910106460044,-0.0385513421539449,0.327872407421165,1.11753374360859,-0.23631167743185,-0.0770631655692607,-0.183980066370918,-0.0962324456868627,0.329510387502594,0.163982941062047,7.55,0
162837.0,-0.298935678739078,-0.461534069346774,-0.353190349852461,-0.671924931092254,-0.937042491849406,3.13920331224325,1.54507617617094,0.343892129971641,-1.11177270631347,0.176894210916675,0.237275938637315,-0.110965648604899,-0.369166526554147,0.0806922190265197,-0.0161299623238822,-1.57226815421289,-0.187520549057779,0.975351643373117,-2.03329559345143,-0.643071665119258,-0.185865422258374,0.0712805016804077,0.377336972291831,-1.03582989163999,-0.483728438923861,-0.666481576730422,0.182364032931208,-0.106876268946801,442.0,0
25393.0,1.1257544947104,-0.988262964838161,0.172440859719417,-0.895355611556786,-0.222777725457343,1.60555913265587,-1.02242953076194,0.654098797845682,-0.613968593651733,0.545073026433727,1.65718394285426,-0.263702755410189,-1.52106620420114,0.267551081313614,0.541079360531588,-0.115141102307074,1.44597947200136,-2.84631256089978,-0.31935208201791,-0.0871215724909622,0.126881443471669,0.348543145079025,0.0691073648498584,-1.35909595441831,0.111878286856161,-0.168898242644828,0.0608745470950622,-0.0100186025217579,44.74,0
151900.0,-1.16010644811233,-0.993314238311769,0.810133085367229,-0.906096884376255,-0.748661939959933,-0.891526916600897,-0.468997593405484,0.43855023919288,-0.711228413243628,-0.365047647472318,-1.42156887301376,-0.279989860809268,0.11116683769647,0.146636035636102,0.4923033977799,-1.01626123694555,-0.313670076237364,1.90260802678709,-1.39429714490093,-0.165241671416488,0.0705944545813579,0.0741521735703567,0.169165849979403,-0.005692169922585,0.0591937406509056,-0.24827861606345,-0.0968439472892764,-0.200852291930808,129.07,0
120395.0,1.94160078430007,-0.105717356292605,-2.02509880048521,0.0216889760114591,1.25767915726358,1.18016063951567,-0.212450850754217,0.406611155606572,0.369452441471576,-0.321224382349214,1.16058223204227,0.526687819735691,-0.682990815494133,-0.45674239950752,0.385901185616599,-0.168835620600994,0.893466306865605,-0.893428332627689,-0.517444126055926,-0.266748203287075,-0.275531871545875,-0.651069122238402,0.353144111643246,-1.05840066345811,-0.454838616936555,0.282256038843102,-0.022102722773294,-0.0582968967993054,1.98,0
